date,high-PETR4.SA,low-PETR4.SA,volume-PETR4.SA,close-PETR4.SA,open-PETR4.SA,high-^BVSP,low-^BVSP,volume-^BVSP,close-^BVSP,open-^BVSP,high-BRL=X,low-BRL=X,close-BRL=X,open-BRL=X,compra
2021-02-08,23.0,27.799999237060547,98821700.0,28.110000610351562,28.510000228881836,120844.0,119140.0,8619100.0,119516.0,120239.0,5.416100025177002,5.307300090789795,5.369200229644775,5.370200157165527,23
2021-02-09,23.0,27.3799991607666,63662200.0,27.540000915527344,28.049999237060547,119975.0,118246.0,7913500.0,119429.0,119696.0,5.444799900054932,5.357335090637207,5.364299774169922,5.364299774169922,23
2021-02-10,23.0,27.1200008392334,52949900.0,27.799999237060547,27.739999771118164,119738.0,117970.0,8644600.0,118430.0,119472.0,5.43209981918335,5.353300094604492,5.376699924468994,5.3765997886657715,23
2021-02-11,23.0,27.8700008392334,61158600.0,28.079999923706055,28.139999389648438,120283.0,118440.0,7567400.0,119235.0,118440.0,5.392499923706055,5.333690166473389,5.384900093078613,5.384900093078613,23
2021-02-12,23.0,27.610000610351562,47801100.0,28.440000534057617,27.809999465942383,119763.0,118163.0,7655900.0,119116.0,119300.0,5.407599925994873,5.35699987411499,5.3653998374938965,5.3653998374938965,23
2021-02-18,23.0,29.040000915527344,105539200.0,29.270000457763672,30.3799991607666,120845.0,118515.0,10720600.0,119140.0,120361.0,5.448299884796143,5.38640022277832,5.409800052642822,5.40780782699585,23
2021-02-19,23.0,27.170000076293945,215834800.0,27.329999923706055,28.030000686645508,119250.0,117867.0,10402800.0,118748.0,119199.0,5.465878963470459,5.364963054656982,5.42579984664917,5.42549991607666,23
2021-02-22,23.0,21.399999618530273,490230400.0,21.670000076293945,22.799999237060547,118388.0,111650.0,21768700.0,112668.0,118388.0,5.528031826019287,5.377600193023682,5.38070011138916,5.381800174713135,23
2021-02-23,23.0,22.709999084472656,293503100.0,24.059999465942383,23.049999237060547,115380.0,112667.0,15174900.0,115227.0,112676.0,5.478600025177002,5.408784866333008,5.463399887084961,5.464799880981445,23
2021-02-24,23.0,24.010000228881836,155246400.0,24.399999618530273,24.549999237060547,116208.0,114668.0,11399300.0,115668.0,115229.0,5.4475908279418945,5.389699935913086,5.439599990844727,5.439499855041504,23
2021-02-25,23.0,23.100000381469727,170233000.0,23.190000534057617,25.0,116506.0,111764.0,12466500.0,112256.0,115668.0,5.509500026702881,5.401800155639648,5.402964115142822,5.403075218200684,23
2021-02-26,23.0,21.969999313354492,159881000.0,22.239999771118164,23.200000762939453,113466.0,109827.0,14618500.0,110035.0,112260.0,5.581099987030029,5.489999771118164,5.528025150299072,5.527746200561523,23
2021-03-01,23.0,21.920000076293945,90330100.0,22.0,22.799999237060547,112445.0,110036.0,11239900.0,110335.0,110036.0,5.606900215148926,5.55679988861084,5.597599983215332,5.602399826049805,23
2021-03-02,23.0,20.670000076293945,147772300.0,21.989999771118164,21.84000015258789,112428.0,107319.0,14823200.0,111540.0,110328.0,5.730000019073486,5.637199878692627,5.640699863433838,5.640699863433838,23
2021-03-03,23.0,20.479999542236328,185688500.0,21.190000534057617,21.799999237060547,112398.0,107466.0,15144300.0,111184.0,111529.0,5.769100189208984,5.668252944946289,5.675099849700928,5.675000190734863,23
2021-03-04,23.0,21.1200008392334,127843200.0,22.219999313354492,21.299999237060547,114433.0,111163.0,14221600.0,112690.0,111191.0,5.63539981842041,5.545100212097168,5.617499828338623,5.616453170776367,23
2021-03-05,23.0,22.290000915527344,126306300.0,22.389999389648438,22.440000534057617,115504.0,112504.0,13254800.0,115202.0,112690.0,5.715437889099121,5.6554999351501465,5.668300151824951,5.668600082397461,23
2021-03-08,23.0,20.959999084472656,141142800.0,21.100000381469727,21.940000534057617,115202.0,110268.0,0.0,110612.0,115202.0,5.757612228393555,5.650806903839111,5.689499855041504,5.690999984741211,23
2021-03-09,23.0,20.860000610351562,122648000.0,21.59000015258789,21.360000610351562,112525.0,109343.0,12135300.0,111331.0,110611.0,5.877500057220459,5.799499988555908,5.874599933624268,5.874599933624268,23
